status,dataset,candidate,image_path,method,weight,second_order_ratio,minimum_weight,name,iterations,huber_delta,l2_change,max_abs_change,elapsed_seconds,second_order_weight,finite,image_min,image_max,water_core_mean_rsp,water_core_std_rsp,water_bias_vs_fixed_rsp,water_bias_vs_effective_rsp,phantom_rmse_vs_fixed_rsp,phantom_rmse_vs_effective_rsp,boundary_inner_rmse_vs_fixed_rsp,boundary_inner_rmse_vs_effective_rsp,outside_100_105_rmse_rsp,outside_100_105_mean_abs_rsp,outside_100_105_peak_abs_rsp,edge_r90_mm,edge_r10_mm,edge_10_90_width_mm,water_core_clearance_from_material_mm,phantom_rmse_vs_nominal_rsp,phantom_mae_vs_nominal_rsp,material_mape_non_air,material_max_ape_non_air,fmtf50_mean_lp_per_mm,fmtf10_mean_lp_per_mm,guidance_kappa
PASS,s4,tgv_b0p0125_r2,data/reconstruction_data/results0717_s4_material_calibration_air_pilot/stage6/prescreen/tgv_b0p0125_r2/recon.mhd,tgv,0.0125,2.0,1.0,tgv_b0p0125_r2,100,0.002,12.723973274230957,0.04206317663192749,1.5352066589985043,0.025,True,0.0,2.217074394226074,1.013832688331604,0.026045845821499825,,,,,,,,,,,,,2.0,0.04745164838672736,0.028156094253063202,0.011936461803718256,0.0186955276876688,,,
PASS,s5,tgv_b0p0125_r2,data/reconstruction_data/results0717_s5_resolution_air_pilot/stage6/prescreen/tgv_b0p0125_r2/recon.mhd,tgv,0.0125,2.0,1.0,tgv_b0p0125_r2,100,0.002,12.154669761657715,0.04195356369018555,1.5293791690019134,0.025,True,0.0,2.1713473796844482,1.0138810873031616,0.020775167271494865,,,,,,,,,,,,,2.0,0.05297370044767184,0.026924656704068184,,,0.4846282251252151,0.9738932466319674,
PASS,s2,adaptive_tv_b0p006_m0p2,data/reconstruction_data/results0717_s2_water_vacuum_pilot/stage6/prescreen/adaptive_tv_b0p006_m0p2/recon.mhd,adaptive_tv,0.006,1.0,0.2,adaptive_tv_b0p006_m0p2,100,0.002,5.187385082244873,0.01453942060470581,1.672194998998748,,True,0.0,1.1485645771026611,1.013869047164917,0.01592317968606949,0.013869047164916992,0.00035130977630615234,0.02436966868238212,0.01973696851980016,0.029123642789268985,0.024103456463667156,0.0,0.0,0.0,99.8834505664217,100.09816117404685,0.21471060762515037,,,,,,,,0.012312029674649238
PASS,s4,adaptive_tv_b0p006_m0p2,data/reconstruction_data/results0717_s4_material_calibration_air_pilot/stage6/prescreen/adaptive_tv_b0p006_m0p2/recon.mhd,adaptive_tv,0.006,1.0,0.2,adaptive_tv_b0p006_m0p2,100,0.002,5.914251327514648,0.01796543598175049,1.5242698749971169,,True,0.0,2.2249977588653564,1.01383376121521,0.028808698058128357,,,,,,,,,,,,,2.0,0.04900823398761367,0.029993975535035133,0.011926797594731817,0.01862272620201111,,,0.022675439715385437
PASS,s5,adaptive_tv_b0p006_m0p2,data/reconstruction_data/results0717_s5_resolution_air_pilot/stage6/prescreen/adaptive_tv_b0p006_m0p2/recon.mhd,adaptive_tv,0.006,1.0,0.2,adaptive_tv_b0p006_m0p2,100,0.002,5.699580669403076,0.016509175300598145,1.5183034229994519,,True,0.0,2.166701316833496,1.0138819217681885,0.02339715138077736,,,,,,,,,,,,,2.0,0.053931040638718085,0.028515713289380074,,,0.49809758323537795,1.093788413271809,0.01897372268140316
PASS,s2,adaptive_tv_b0p006_m0p4,data/reconstruction_data/results0717_s2_water_vacuum_pilot/stage6/prescreen/adaptive_tv_b0p006_m0p4/recon.mhd,adaptive_tv,0.006,1.0,0.4,adaptive_tv_b0p006_m0p4,100,0.002,5.46117639541626,0.014727652072906494,1.6940496280003572,,True,0.0,1.1469871997833252,1.013869047164917,0.015740031376481056,0.013869047164916992,0.00035130977630615234,0.024251387803921977,0.019591019462824027,0.029027792981854122,0.02398878611890965,0.0,0.0,0.0,99.88355845435575,100.09817316159508,0.21461470723933473,,,,,,,,0.012312029674649238
PASS,s4,adaptive_tv_b0p006_m0p4,data/reconstruction_data/results0717_s4_material_calibration_air_pilot/stage6/prescreen/adaptive_tv_b0p006_m0p4/recon.mhd,adaptive_tv,0.006,1.0,0.4,adaptive_tv_b0p006_m0p4,100,0.002,6.145580291748047,0.018236279487609863,1.515823146000912,,True,0.0,2.2242825031280518,1.01383376121521,0.028640901669859886,,,,,,,,,,,,,2.0,0.04890176374871894,0.02988055720925331,0.011927243841525454,0.018619833514094353,,,0.022675439715385437
PASS,s5,adaptive_tv_b0p006_m0p4,data/reconstruction_data/results0717_s5_resolution_air_pilot/stage6/prescreen/adaptive_tv_b0p006_m0p4/recon.mhd,adaptive_tv,0.006,1.0,0.4,adaptive_tv_b0p006_m0p4,100,0.002,5.940700054168701,0.017082810401916504,1.5184700490026444,,True,0.0,2.1661267280578613,1.0138819217681885,0.02322939597070217,,,,,,,,,,,,,2.0,0.05386099074594668,0.02841023914515972,,,0.4973233941006253,1.0919134201121214,0.01897372268140316
PASS,s2,adaptive_tv_b0p0125_m0p2,data/reconstruction_data/results0717_s2_water_vacuum_pilot/stage6/prescreen/adaptive_tv_b0p0125_m0p2/recon.mhd,adaptive_tv,0.0125,1.0,0.2,adaptive_tv_b0p0125_m0p2,100,0.002,8.907360076904297,0.02089548110961914,1.822741469997709,,True,0.0,1.1436575651168823,1.0138691663742065,0.014164865016937256,0.013869166374206543,0.0003514289855957031,0.023271011237532634,0.018363640730269505,0.028248876739250306,0.023040784903979136,0.0,0.0,0.0,99.88358580334085,100.0981762003712,0.21459039703034932,,,,,,,,0.012312029674649238
PASS,s4,adaptive_tv_b0p0125_m0p2,data/reconstruction_data/results0717_s4_material_calibration_air_pilot/stage6/prescreen/adaptive_tv_b0p0125_m0p2/recon.mhd,adaptive_tv,0.0125,1.0,0.2,adaptive_tv_b0p0125_m0p2,100,0.002,10.380678176879883,0.0323023796081543,1.5198060859984253,,True,0.0,2.215592861175537,1.0138332843780518,0.02693002298474312,,,,,,,,,,,,,2.0,0.0479369719839178,0.02868139185011387,0.01192575877604003,0.018564855679869652,,,0.022675439715385437
PASS,s5,adaptive_tv_b0p0125_m0p2,data/reconstruction_data/results0717_s5_resolution_air_pilot/stage6/prescreen/adaptive_tv_b0p0125_m0p2/recon.mhd,adaptive_tv,0.0125,1.0,0.2,adaptive_tv_b0p0125_m0p2,100,0.002,9.965346336364746,0.029666781425476074,1.5179396300009103,,True,0.0,2.161350727081299,1.013882040977478,0.021512471139431,,,,,,,,,,,,,2.0,0.05315512983079656,0.027321528643369675,,,0.49879468383709324,1.1141709979548395,0.01897372268140316
PASS,s2,adaptive_tv_b0p0125_m0p4,data/reconstruction_data/results0717_s2_water_vacuum_pilot/stage6/prescreen/adaptive_tv_b0p0125_m0p4/recon.mhd,adaptive_tv,0.0125,1.0,0.4,adaptive_tv_b0p0125_m0p4,100,0.002,9.489862442016602,0.02183091640472412,1.7678733030006697,,True,0.0,1.1404883861541748,1.0138691663742065,0.013802524656057358,0.013869166374206543,0.0003514289855957031,0.023054970419423646,0.018089715169448607,0.02807981688763596,0.022835875367602673,0.0,0.0,0.0,99.88381373179526,100.09820152575503,0.21438779395977292,,,,,,,,0.012312029674649238
PASS,s4,adaptive_tv_b0p0125_m0p4,data/reconstruction_data/results0717_s4_material_calibration_air_pilot/stage6/prescreen/adaptive_tv_b0p0125_m0p4/recon.mhd,adaptive_tv,0.0125,1.0,0.4,adaptive_tv_b0p0125_m0p4,100,0.002,10.892783164978027,0.03434944152832031,1.5184846529991773,,True,0.0,2.214160203933716,1.0138331651687622,0.02658982202410698,,,,,,,,,,,,,2.0,0.04773001102622448,0.028457636013627052,0.011926717429350201,0.018557563424110413,,,0.022675439715385437
PASS,s5,adaptive_tv_b0p0125_m0p4,data/reconstruction_data/results0717_s5_resolution_air_pilot/stage6/prescreen/adaptive_tv_b0p0125_m0p4/recon.mhd,adaptive_tv,0.0125,1.0,0.4,adaptive_tv_b0p0125_m0p4,100,0.002,10.494006156921387,0.03219139575958252,1.5163003880006727,,True,0.0,2.160109043121338,1.0138821601867676,0.021174468100070953,,,,,,,,,,,,,2.0,0.053025100114508096,0.027119126170873642,,,0.497264949470695,1.1106094648759994,0.01897372268140316
PASS,s2,directional_tv_b0p006_m0p25,data/reconstruction_data/results0717_s2_water_vacuum_pilot/stage6/prescreen/directional_tv_b0p006_m0p25/recon.mhd,directional_tv,0.006,1.0,0.25,directional_tv_b0p006_m0p25,100,0.002,5.465516090393066,0.014772236347198486,1.8137686920017586,,True,0.0,1.1474549770355225,1.013869047164917,0.015757301822304726,0.013869047164916992,0.00035130977630615234,0.024260585170278178,0.019602209997899304,0.0290283550124336,0.023988611794156577,0.0,0.0,0.0,99.8834865221834,100.09816516913149,0.21467864694808725,,,,,,,,0.012312029674649238
PASS,s4,directional_tv_b0p006_m0p25,data/reconstruction_data/results0717_s4_material_calibration_air_pilot/stage6/prescreen/directional_tv_b0p006_m0p25/recon.mhd,directional_tv,0.006,1.0,0.25,directional_tv_b0p006_m0p25,100,0.002,6.163149833679199,0.018351316452026367,1.5260934840007394,,True,0.0,2.2241108417510986,1.01383376121521,0.02865764871239662,,,,,,,,,,,,,2.0,0.0489138338219835,0.029890071600675583,0.011927362334413024,0.01862017996609211,,,0.022675439715385437
PASS,s5,directional_tv_b0p006_m0p25,data/reconstruction_data/results0717_s5_resolution_air_pilot/stage6/prescreen/directional_tv_b0p006_m0p25/recon.mhd,directional_tv,0.006,1.0,0.25,directional_tv_b0p006_m0p25,100,0.002,5.953939437866211,0.017339110374450684,1.5298499630007427,,True,0.0,2.1661131381988525,1.013881802558899,0.02324567548930645,,,,,,,,,,,,,2.0,0.05386370245618645,0.028419338166713715,,,0.49766895569050107,1.0937871692840215,0.01897372268140316
PASS,s2,directional_tv_b0p006_m0p5,data/reconstruction_data/results0717_s2_water_vacuum_pilot/stage6/prescreen/directional_tv_b0p006_m0p5/recon.mhd,directional_tv,0.006,1.0,0.5,directional_tv_b0p006_m0p5,100,0.002,5.749166011810303,0.015194237232208252,1.8279796509996231,,True,0.0,1.145693063735962,1.013869047164917,0.015567527152597904,0.013869047164916992,0.00035130977630615234,0.02413946662780526,0.019452457491547188,0.0289327921018702,0.02387440912126673,0.0,0.0,0.0,99.8836200156454,100.09818000173838,0.21455998609297922,,,,,,,,0.012312029674649238
PASS,s4,directional_tv_b0p006_m0p5,data/reconstruction_data/results0717_s4_material_calibration_air_pilot/stage6/prescreen/directional_tv_b0p006_m0p5/recon.mhd,directional_tv,0.006,1.0,0.5,directional_tv_b0p006_m0p5,100,0.002,6.400251388549805,0.01900172233581543,1.527949756000453,,True,0.0,2.2234432697296143,1.01383376121521,0.028483087196946144,,,,,,,,,,,,,2.0,0.04880283745156573,0.029772842302918434,0.011927774964043727,0.01861705631017685,,,0.022675439715385437
PASS,s5,directional_tv_b0p006_m0p5,data/reconstruction_data/results0717_s5_resolution_air_pilot/stage6/prescreen/directional_tv_b0p006_m0p5/recon.mhd,directional_tv,0.006,1.0,0.5,directional_tv_b0p006_m0p5,100,0.002,6.201969146728516,0.017934322357177734,1.5279607589982334,,True,0.0,2.165538787841797,1.013881802558899,0.023071443662047386,,,,,,,,,,,,,2.0,0.0537926522595701,0.02831048145890236,,,0.4967671632923669,1.091221721665065,0.01897372268140316
PASS,s2,directional_tv_b0p0125_m0p25,data/reconstruction_data/results0717_s2_water_vacuum_pilot/stage6/prescreen/directional_tv_b0p0125_m0p25/recon.mhd,directional_tv,0.0125,1.0,0.25,directional_tv_b0p0125_m0p25,100,0.002,9.45761775970459,0.021789193153381348,1.7023084639986337,,True,0.0,1.1416656970977783,1.013869047164917,0.01384262926876545,0.013869047164916992,0.00035130977630615234,0.023074647980832984,0.018114353331790768,0.028080835637312507,0.02283527413188845,0.0,0.0,0.0,99.88366144725109,100.09818460525013,0.21452315799903943,,,,,,,,0.012312029674649238
PASS,s4,directional_tv_b0p0125_m0p25,data/reconstruction_data/results0717_s4_material_calibration_air_pilot/stage6/prescreen/directional_tv_b0p0125_m0p25/recon.mhd,directional_tv,0.0125,1.0,0.25,directional_tv_b0p0125_m0p25,100,0.002,10.892573356628418,0.034134626388549805,1.5279544050026743,,True,0.0,2.2142913341522217,1.0138331651687622,0.026630641892552376,,,,,,,,,,,,,2.0,0.047757659357264705,0.02848026528954506,0.01192687013043234,0.01855744794011116,,,0.022675439715385437
PASS,s5,directional_tv_b0p0125_m0p25,data/reconstruction_data/results0717_s5_resolution_air_pilot/stage6/prescreen/directional_tv_b0p0125_m0p25/recon.mhd,directional_tv,0.0125,1.0,0.25,directional_tv_b0p0125_m0p25,100,0.002,10.481374740600586,0.0321885347366333,1.5299680610005453,,True,0.0,2.1606972217559814,1.013882040977478,0.02121429331600666,,,,,,,,,,,,,2.0,0.05303195209378204,0.02714025415480137,,,0.4980317260261429,1.1143157401375903,0.01897372268140316
PASS,s2,directional_tv_b0p0125_m0p5,data/reconstruction_data/results0717_s2_water_vacuum_pilot/stage6/prescreen/directional_tv_b0p0125_m0p5/recon.mhd,directional_tv,0.0125,1.0,0.5,directional_tv_b0p0125_m0p5,100,0.002,10.067937850952148,0.025818169116973877,1.8079078970004048,,True,0.0,1.1380574703216553,1.0138691663742065,0.013467247597873211,0.013869166374206543,0.0003514289855957031,0.022855944676553816,0.017835713508115508,0.027916266958459092,0.022635928344909954,0.0,0.0,0.0,99.88394363198987,100.09821595910998,0.21427232712011346,,,,,,,,0.012312029674649238
PASS,s4,directional_tv_b0p0125_m0p5,data/reconstruction_data/results0717_s4_material_calibration_air_pilot/stage6/prescreen/directional_tv_b0p0125_m0p5/recon.mhd,directional_tv,0.0125,1.0,0.5,directional_tv_b0p0125_m0p5,100,0.002,11.426225662231445,0.036253929138183594,1.5280285209992144,,True,0.0,2.212796688079834,1.0138331651687622,0.026275279000401497,,,,,,,,,,,,,2.0,0.047541945966939794,0.02824879251420498,0.011927808061815225,0.018549924716353416,,,0.022675439715385437
PASS,s5,directional_tv_b0p0125_m0p5,data/reconstruction_data/results0717_s5_resolution_air_pilot/stage6/prescreen/directional_tv_b0p0125_m0p5/recon.mhd,directional_tv,0.0125,1.0,0.5,directional_tv_b0p0125_m0p5,100,0.002,11.034404754638672,0.03472912311553955,1.5316424409975298,,True,0.0,2.159285068511963,1.013882040977478,0.02086195908486843,,,,,,,,,,,,,2.0,0.05290099548897919,0.026931699365377426,,,0.4962205902388219,1.1092453957637836,0.01897372268140316
